"split","fold","threshold","specificity","sensitivity","fpr","tpr"
"training","overall",0.931356982431595,0.992805755395683,0.138888888888889,0.0071942446043165,0.138888888888889
"training","overall",0.931939996557198,0.992805755395683,0.134920634920635,0.0071942446043165,0.134920634920635
"training","overall",0.933204521180729,0.992805755395683,0.130952380952381,0.0071942446043165,0.130952380952381
"training","overall",0.93398701844896,0.992805755395683,0.126984126984127,0.0071942446043165,0.126984126984127
"training","overall",0.934757082205136,0.992805755395683,0.123015873015873,0.0071942446043165,0.123015873015873
"training","overall",0.93564563943513,0.992805755395683,0.119047619047619,0.0071942446043165,0.119047619047619
"training","overall",0.936391378690838,0.992805755395683,0.115079365079365,0.0071942446043165,0.115079365079365
"training","overall",0.937696643916922,0.992805755395683,0.111111111111111,0.0071942446043165,0.111111111111111
"training","overall",0.939967804995013,0.992805755395683,0.107142857142857,0.0071942446043165,0.107142857142857
"training","overall",0.941883823153028,0.992805755395683,0.103174603174603,0.0071942446043165,0.103174603174603
"training","overall",0.942875845756098,0.992805755395683,0.0992063492063492,0.0071942446043165,0.0992063492063492
"training","overall",0.944019978292467,0.992805755395683,0.0952380952380952,0.0071942446043165,0.0952380952380952
"training","overall",0.945363128797687,0.996402877697842,0.0952380952380952,0.00359712230215825,0.0952380952380952
"training","overall",0.946302046889596,0.996402877697842,0.0912698412698413,0.00359712230215825,0.0912698412698413
"training","overall",0.946954111371948,0.996402877697842,0.0873015873015873,0.00359712230215825,0.0873015873015873
"training","overall",0.9477596188457,0.996402877697842,0.0833333333333333,0.00359712230215825,0.0833333333333333
"training","overall",0.948523462704478,0.996402877697842,0.0793650793650794,0.00359712230215825,0.0793650793650794
"training","overall",0.949616583359851,0.996402877697842,0.0753968253968254,0.00359712230215825,0.0753968253968254
"training","overall",0.950317296962062,0.996402877697842,0.0714285714285714,0.00359712230215825,0.0714285714285714
"training","overall",0.951012974285654,0.996402877697842,0.0674603174603175,0.00359712230215825,0.0674603174603175
"training","overall",0.952553343226402,0.996402877697842,0.0634920634920635,0.00359712230215825,0.0634920634920635
"training","overall",0.953993327189905,0.996402877697842,0.0595238095238095,0.00359712230215825,0.0595238095238095
"training","overall",0.955291974983393,0.996402877697842,0.0555555555555556,0.00359712230215825,0.0555555555555556
"training","overall",0.956162348063697,0.996402877697842,0.0515873015873016,0.00359712230215825,0.0515873015873016
"training","overall",0.95673147598337,0.996402877697842,0.0476190476190476,0.00359712230215825,0.0476190476190476
"training","overall",0.957782538177149,0.996402877697842,0.0436507936507936,0.00359712230215825,0.0436507936507936
"training","overall",0.95936678366408,0.996402877697842,0.0396825396825397,0.00359712230215825,0.0396825396825397
"training","overall",0.962397059545778,0.996402877697842,0.0357142857142857,0.00359712230215825,0.0357142857142857
"training","overall",0.964626791592326,1,0.0357142857142857,0,0.0357142857142857
"training","overall",0.965231477529567,1,0.0317460317460317,0,0.0317460317460317
"training","overall",0.965924409476465,1,0.0277777777777778,0,0.0277777777777778
"training","overall",0.966765102398937,1,0.0238095238095238,0,0.0238095238095238
"training","overall",0.969223892749103,1,0.0198412698412698,0,0.0198412698412698
"training","overall",0.972295932452207,1,0.0158730158730159,0,0.0158730158730159
"training","overall",0.975287473028457,1,0.0119047619047619,0,0.0119047619047619
"training","overall",0.980433496183504,1,0.00793650793650794,0,0.00793650793650794
"training","overall",0.984107525105086,1,0.00396825396825397,0,0.00396825396825397
"training","overall",Inf,1,0,0,0
"training","Fold1",-Inf,0,1,1,1
"training","Fold1",0.0302837216809416,0.0045045045045045,1,0.995495495495496,1
"training","Fold1",0.0322451622563779,0.00900900900900901,1,0.990990990990991,1
"training","Fold1",0.0323873794611646,0.0135135135135135,1,0.986486486486487,1
"training","Fold1",0.0333157394756057,0.018018018018018,1,0.981981981981982,1
"training","Fold1",0.0350999387187167,0.0225225225225225,1,0.977477477477477,1
"training","Fold1",0.0367516582949603,0.027027027027027,1,0.972972972972973,1
"training","Fold1",0.038107274459319,0.0315315315315315,1,0.968468468468468,1
"training","Fold1",0.0391850553185533,0.036036036036036,1,0.963963963963964,1
"training","Fold1",0.04008533348751,0.0405405405405405,1,0.959459459459459,1
"training","Fold1",0.0410490696935131,0.045045045045045,1,0.954954954954955,1
"training","Fold1",0.0415598925699355,0.0495495495495495,1,0.95045045045045,1
"training","Fold1",0.0430740068891798,0.0540540540540541,1,0.945945945945946,1
"training","Fold1",0.0449779093508688,0.0585585585585586,1,0.941441441441441,1
"training","Fold1",0.0458779063593749,0.0630630630630631,1,0.936936936936937,1
"training","Fold1",0.0465577585050042,0.0675675675675676,1,0.932432432432432,1
"training","Fold1",0.0481593153645481,0.0720720720720721,1,0.927927927927928,1
"training","Fold1",0.0510842814478109,0.0765765765765766,1,0.923423423423423,1
"training","Fold1",0.0530698389079425,0.0810810810810811,1,0.918918918918919,1
"training","Fold1",0.0542095667252471,0.0855855855855856,1,0.914414414414414,1
"training","Fold1",0.0555954156039373,0.0900900900900901,1,0.90990990990991,1
"training","Fold1",0.0588539108981802,0.0945945945945946,1,0.905405405405405,1
"training","Fold1",0.0622597936440577,0.0990990990990991,1,0.900900900900901,1
"training","Fold1",0.0632413695747795,0.103603603603604,1,0.896396396396396,1
"training","Fold1",0.0646651137041432,0.108108108108108,1,0.891891891891892,1
"training","Fold1",0.0679803120789116,0.112612612612613,1,0.887387387387387,1
"training","Fold1",0.0700091933483561,0.117117117117117,1,0.882882882882883,1
"training","Fold1",0.0701232543780426,0.121621621621622,1,0.878378378378378,1
"training","Fold1",0.0707192965362155,0.126126126126126,1,0.873873873873874,1
"training","Fold1",0.0714382558980407,0.130630630630631,1,0.869369369369369,1
"training","Fold1",0.0719702544285083,0.135135135135135,1,0.864864864864865,1
"training","Fold1",0.0733490090543131,0.13963963963964,1,0.86036036036036,1
"training","Fold1",0.0757381279586929,0.144144144144144,1,0.855855855855856,1
"training","Fold1",0.0774400270367998,0.148648648648649,1,0.851351351351351,1
"training","Fold1",0.0788917659726754,0.153153153153153,1,0.846846846846847,1
"training","Fold1",0.0802006092264587,0.157657657657658,1,0.842342342342342,1
"training","Fold1",0.0811767029662087,0.157657657657658,0.995024875621891,0.842342342342342,0.995024875621891
"training","Fold1",0.0820481823326124,0.162162162162162,0.995024875621891,0.837837837837838,0.995024875621891
"training","Fold1",0.0823940262896582,0.166666666666667,0.995024875621891,0.833333333333333,0.995024875621891
"training","Fold1",0.0838871154277619,0.171171171171171,0.995024875621891,0.828828828828829,0.995024875621891
"training","Fold1",0.0856984160688297,0.175675675675676,0.995024875621891,0.824324324324324,0.995024875621891
"training","Fold1",0.0873080568176942,0.18018018018018,0.995024875621891,0.81981981981982,0.995024875621891
"training","Fold1",0.088969987059105,0.184684684684685,0.995024875621891,0.815315315315315,0.995024875621891
"training","Fold1",0.0899243631644443,0.189189189189189,0.995024875621891,0.810810810810811,0.995024875621891
"training","Fold1",0.0904986434510671,0.193693693693694,0.995024875621891,0.806306306306306,0.995024875621891
"training","Fold1",0.0908780778923246,0.193693693693694,0.990049751243781,0.806306306306306,0.990049751243781
"training","Fold1",0.0915104935483229,0.198198198198198,0.990049751243781,0.801801801801802,0.990049751243781
"training","Fold1",0.0924688405997066,0.202702702702703,0.990049751243781,0.797297297297297,0.990049751243781
"training","Fold1",0.0931616108251659,0.207207207207207,0.990049751243781,0.792792792792793,0.990049751243781
"training","Fold1",0.0950087762634688,0.211711711711712,0.990049751243781,0.788288288288288,0.990049751243781
"training","Fold1",0.0973978510646321,0.216216216216216,0.990049751243781,0.783783783783784,0.990049751243781
"training","Fold1",0.0982491801155408,0.220720720720721,0.990049751243781,0.779279279279279,0.990049751243781
"training","Fold1",0.0988148307770174,0.225225225225225,0.990049751243781,0.774774774774775,0.990049751243781
"training","Fold1",0.099577630986163,0.22972972972973,0.990049751243781,0.77027027027027,0.990049751243781
"training","Fold1",0.100142526005384,0.234234234234234,0.990049751243781,0.765765765765766,0.990049751243781
"training","Fold1",0.10066862786003,0.238738738738739,0.990049751243781,0.761261261261261,0.990049751243781
"training","Fold1",0.100962475922861,0.243243243243243,0.990049751243781,0.756756756756757,0.990049751243781
"training","Fold1",0.101426490284568,0.247747747747748,0.990049751243781,0.752252252252252,0.990049751243781
"training","Fold1",0.102059688514832,0.252252252252252,0.990049751243781,0.747747747747748,0.990049751243781
"training","Fold1",0.102420217121442,0.256756756756757,0.990049751243781,0.743243243243243,0.990049751243781
"training","Fold1",0.102718468769901,0.261261261261261,0.990049751243781,0.738738738738739,0.990049751243781
"training","Fold1",0.103456222837997,0.265765765765766,0.990049751243781,0.734234234234234,0.990049751243781
"training","Fold1",0.105880877579003,0.27027027027027,0.990049751243781,0.72972972972973,0.990049751243781
"training","Fold1",0.10884860765525,0.274774774774775,0.990049751243781,0.725225225225225,0.990049751243781
"training","Fold1",0.110394327190183,0.279279279279279,0.990049751243781,0.720720720720721,0.990049751243781
"training","Fold1",0.111320989514707,0.283783783783784,0.990049751243781,0.716216216216216,0.990049751243781
"training","Fold1",0.112352830347009,0.288288288288288,0.990049751243781,0.711711711711712,0.990049751243781
"training","Fold1",0.112917772278203,0.292792792792793,0.990049751243781,0.707207207207207,0.990049751243781
"training","Fold1",0.113149682250608,0.297297297297297,0.990049751243781,0.702702702702703,0.990049751243781
"training","Fold1",0.11350268444665,0.301801801801802,0.990049751243781,0.698198198198198,0.990049751243781
"training","Fold1",0.116171540149752,0.301801801801802,0.985074626865672,0.698198198198198,0.985074626865672
"training","Fold1",0.118781952747889,0.306306306306306,0.985074626865672,0.693693693693694,0.985074626865672
"training","Fold1",0.120056038465332,0.310810810810811,0.985074626865672,0.689189189189189,0.985074626865672
"training","Fold1",0.121397077675368,0.315315315315315,0.985074626865672,0.684684684684685,0.985074626865672
"training","Fold1",0.121644922851069,0.31981981981982,0.985074626865672,0.68018018018018,0.985074626865672
"training","Fold1",0.122210317244474,0.324324324324324,0.985074626865672,0.675675675675676,0.985074626865672
"training","Fold1",0.122825388286678,0.328828828828829,0.985074626865672,0.671171171171171,0.985074626865672
"training","Fold1",0.122984087682057,0.333333333333333,0.985074626865672,0.666666666666667,0.985074626865672
"training","Fold1",0.123669403307907,0.337837837837838,0.985074626865672,0.662162162162162,0.985074626865672
"training","Fold1",0.124710053908591,0.337837837837838,0.980099502487562,0.662162162162162,0.980099502487562
"training","Fold1",0.12557482221717,0.342342342342342,0.980099502487562,0.657657657657658,0.980099502487562
"training","Fold1",0.127282096005039,0.346846846846847,0.980099502487562,0.653153153153153,0.980099502487562
"training","Fold1",0.128654631518944,0.351351351351351,0.980099502487562,0.648648648648649,0.980099502487562
"training","Fold1",0.129353881211537,0.355855855855856,0.980099502487562,0.644144144144144,0.980099502487562
"training","Fold1",0.13014868027381,0.36036036036036,0.980099502487562,0.63963963963964,0.980099502487562
"training","Fold1",0.131151008014148,0.364864864864865,0.980099502487562,0.635135135135135,0.980099502487562
"training","Fold1",0.133503554622225,0.369369369369369,0.980099502487562,0.630630630630631,0.980099502487562
"training","Fold1",0.137020259898337,0.373873873873874,0.980099502487562,0.626126126126126,0.980099502487562
"training","Fold1",0.139466856492399,0.378378378378378,0.980099502487562,0.621621621621622,0.980099502487562
"training","Fold1",0.140237434105525,0.382882882882883,0.980099502487562,0.617117117117117,0.980099502487562
"training","Fold1",0.14059363195326,0.387387387387387,0.980099502487562,0.612612612612613,0.980099502487562
"training","Fold1",0.14069846867266,0.391891891891892,0.980099502487562,0.608108108108108,0.980099502487562
"training","Fold1",0.140784808844153,0.396396396396396,0.980099502487562,0.603603603603604,0.980099502487562
"training","Fold1",0.142273893159967,0.400900900900901,0.980099502487562,0.599099099099099,0.980099502487562
"training","Fold1",0.145096042091017,0.405405405405405,0.980099502487562,0.594594594594595,0.980099502487562
"training","Fold1",0.147700672102715,0.40990990990991,0.980099502487562,0.59009009009009,0.980099502487562
"training","Fold1",0.1498193865393,0.414414414414414,0.980099502487562,0.585585585585586,0.980099502487562
"training","Fold1",0.151374883767149,0.418918918918919,0.980099502487562,0.581081081081081,0.980099502487562
"training","Fold1",0.152241155196532,0.423423423423423,0.980099502487562,0.576576576576577,0.980099502487562
"training","Fold1",0.153147898475619,0.427927927927928,0.980099502487562,0.572072072072072,0.980099502487562
"training","Fold1",0.154344131767078,0.432432432432432,0.980099502487562,0.567567567567568,0.980099502487562
"training","Fold1",0.155874096920949,0.436936936936937,0.980099502487562,0.563063063063063,0.980099502487562
"training","Fold1",0.157188786311469,0.441441441441441,0.980099502487562,0.558558558558559,0.980099502487562
"training","Fold1",0.157902130753333,0.445945945945946,0.980099502487562,0.554054054054054,0.980099502487562
"training","Fold1",0.162260595029138,0.45045045045045,0.980099502487562,0.549549549549549,0.980099502487562
"training","Fold1",0.167573724548215,0.454954954954955,0.980099502487562,0.545045045045045,0.980099502487562
"training","Fold1",0.171191546158122,0.459459459459459,0.980099502487562,0.540540540540541,0.980099502487562
"training","Fold1",0.173782781519683,0.463963963963964,0.980099502487562,0.536036036036036,0.980099502487562
"training","Fold1",0.176106496136784,0.468468468468468,0.980099502487562,0.531531531531532,0.980099502487562
"training","Fold1",0.178186421660195,0.472972972972973,0.980099502487562,0.527027027027027,0.980099502487562
"training","Fold1",0.17844412558025,0.472972972972973,0.975124378109453,0.527027027027027,0.975124378109453
"training","Fold1",0.178622031030233,0.477477477477477,0.975124378109453,0.522522522522523,0.975124378109453
"training","Fold1",0.178944726836971,0.481981981981982,0.975124378109453,0.518018018018018,0.975124378109453
"training","Fold1",0.180213793022565,0.481981981981982,0.970149253731343,0.518018018018018,0.970149253731343
"training","Fold1",0.181354183211432,0.486486486486487,0.970149253731343,0.513513513513513,0.970149253731343
"training","Fold1",0.181669991457593,0.490990990990991,0.970149253731343,0.509009009009009,0.970149253731343
"training","Fold1",0.183171734261364,0.495495495495495,0.970149253731343,0.504504504504504,0.970149253731343
"training","Fold1",0.186278684586087,0.5,0.970149253731343,0.5,0.970149253731343
"training","Fold1",0.188067583349955,0.504504504504504,0.970149253731343,0.495495495495496,0.970149253731343
"training","Fold1",0.18841144305361,0.509009009009009,0.970149253731343,0.490990990990991,0.970149253731343
"training","Fold1",0.189812235622775,0.513513513513513,0.970149253731343,0.486486486486487,0.970149253731343
"training","Fold1",0.192265045763742,0.518018018018018,0.970149253731343,0.481981981981982,0.970149253731343
"training","Fold1",0.194539934054258,0.518018018018018,0.965174129353234,0.481981981981982,0.965174129353234
"training","Fold1",0.19563328294856,0.522522522522523,0.965174129353234,0.477477477477477,0.965174129353234
"training","Fold1",0.196773308448355,0.527027027027027,0.965174129353234,0.472972972972973,0.965174129353234
"training","Fold1",0.198871999972886,0.531531531531532,0.965174129353234,0.468468468468468,0.965174129353234
"training","Fold1",0.202601630089562,0.536036036036036,0.965174129353234,0.463963963963964,0.965174129353234
"training","Fold1",0.205992096532914,0.540540540540541,0.965174129353234,0.459459459459459,0.965174129353234
"training","Fold1",0.208939009909224,0.540540540540541,0.960199004975124,0.459459459459459,0.960199004975124
"training","Fold1",0.21121983541958,0.545045045045045,0.960199004975124,0.454954954954955,0.960199004975124
"training","Fold1",0.211394206855106,0.54954954954955,0.960199004975124,0.45045045045045,0.960199004975124
"training","Fold1",0.212454231288463,0.554054054054054,0.960199004975124,0.445945945945946,0.960199004975124
"training","Fold1",0.214358027244403,0.554054054054054,0.955223880597015,0.445945945945946,0.955223880597015
"training","Fold1",0.217518035683328,0.558558558558559,0.955223880597015,0.441441441441441,0.955223880597015
"training","Fold1",0.220189999864457,0.563063063063063,0.955223880597015,0.436936936936937,0.955223880597015
"training","Fold1",0.22110109472554,0.567567567567568,0.955223880597015,0.432432432432432,0.955223880597015
"training","Fold1",0.222604053831545,0.572072072072072,0.955223880597015,0.427927927927928,0.955223880597015
"training","Fold1",0.224771716109505,0.576576576576577,0.955223880597015,0.423423423423423,0.955223880597015
"training","Fold1",0.226895449582547,0.576576576576577,0.950248756218905,0.423423423423423,0.950248756218905
"training","Fold1",0.230648534249009,0.581081081081081,0.950248756218905,0.418918918918919,0.950248756218905
"training","Fold1",0.235274212585788,0.585585585585586,0.950248756218905,0.414414414414414,0.950248756218905
"training","Fold1",0.238930835059064,0.59009009009009,0.950248756218905,0.40990990990991,0.950248756218905
"training","Fold1",0.241327031699544,0.59009009009009,0.945273631840796,0.40990990990991,0.945273631840796
"training","Fold1",0.24194286861239,0.594594594594595,0.945273631840796,0.405405405405405,0.945273631840796
"training","Fold1",0.24283511369331,0.599099099099099,0.945273631840796,0.400900900900901,0.945273631840796
"training","Fold1",0.243881883074576,0.603603603603604,0.945273631840796,0.396396396396396,0.945273631840796
"training","Fold1",0.251073960375501,0.603603603603604,0.940298507462687,0.396396396396396,0.940298507462687
"training","Fold1",0.258278095743446,0.608108108108108,0.940298507462687,0.391891891891892,0.940298507462687
"training","Fold1",0.258714211095825,0.612612612612613,0.940298507462687,0.387387387387387,0.940298507462687
"training","Fold1",0.260697088874926,0.617117117117117,0.940298507462687,0.382882882882883,0.940298507462687
"training","Fold1",0.26473528319222,0.621621621621622,0.940298507462687,0.378378378378378,0.940298507462687
"training","Fold1",0.268745336320481,0.626126126126126,0.940298507462687,0.373873873873874,0.940298507462687
"training","Fold1",0.27091954665349,0.630630630630631,0.940298507462687,0.369369369369369,0.940298507462687
"training","Fold1",0.274888569892773,0.635135135135135,0.940298507462687,0.364864864864865,0.940298507462687
"training","Fold1",0.278891235983599,0.63963963963964,0.940298507462687,0.36036036036036,0.940298507462687
"training","Fold1",0.282844575835995,0.644144144144144,0.940298507462687,0.355855855855856,0.940298507462687
"training","Fold1",0.287999276707046,0.644144144144144,0.935323383084577,0.355855855855856,0.935323383084577
"training","Fold1",0.2898319950942,0.648648648648649,0.935323383084577,0.351351351351351,0.935323383084577
"training","Fold1",0.291990500096289,0.648648648648649,0.930348258706468,0.351351351351351,0.930348258706468
"training","Fold1",0.296217671391321,0.648648648648649,0.925373134328358,0.351351351351351,0.925373134328358
"training","Fold1",0.30136120139518,0.648648648648649,0.920398009950249,0.351351351351351,0.920398009950249
"training","Fold1",0.305171833254748,0.653153153153153,0.920398009950249,0.346846846846847,0.920398009950249
"training","Fold1",0.306242950150754,0.657657657657658,0.920398009950249,0.342342342342342,0.920398009950249
"training","Fold1",0.307589970262719,0.657657657657658,0.915422885572139,0.342342342342342,0.915422885572139
"training","Fold1",0.309234296550529,0.657657657657658,0.91044776119403,0.342342342342342,0.91044776119403
"training","Fold1",0.311775629615025,0.662162162162162,0.91044776119403,0.337837837837838,0.91044776119403
"training","Fold1",0.314516852915399,0.662162162162162,0.90547263681592,0.337837837837838,0.90547263681592
"training","Fold1",0.315650014542822,0.666666666666667,0.90547263681592,0.333333333333333,0.90547263681592
"training","Fold1",0.316358214140096,0.671171171171171,0.90547263681592,0.328828828828829,0.90547263681592
"training","Fold1",0.3170038056814,0.675675675675676,0.90547263681592,0.324324324324324,0.90547263681592
"training","Fold1",0.319371487629948,0.68018018018018,0.90547263681592,0.31981981981982,0.90547263681592
"training","Fold1",0.32144543302618,0.684684684684685,0.90547263681592,0.315315315315315,0.90547263681592
"training","Fold1",0.32278993631909,0.684684684684685,0.900497512437811,0.315315315315315,0.900497512437811
"training","Fold1",0.324196727590961,0.689189189189189,0.900497512437811,0.310810810810811,0.900497512437811
"training","Fold1",0.325362642585739,0.693693693693694,0.900497512437811,0.306306306306306,0.900497512437811
"training","Fold1",0.328203649516081,0.698198198198198,0.900497512437811,0.301801801801802,0.900497512437811
"training","Fold1",0.330432203009191,0.702702702702703,0.900497512437811,0.297297297297297,0.900497512437811
"training","Fold1",0.330978245177119,0.702702702702703,0.895522388059702,0.297297297297297,0.895522388059702
"training","Fold1",0.332145888618372,0.702702702702703,0.890547263681592,0.297297297297297,0.890547263681592
"training","Fold1",0.334539064145134,0.707207207207207,0.890547263681592,0.292792792792793,0.890547263681592
"training","Fold1",0.336474949158062,0.707207207207207,0.885572139303483,0.292792792792793,0.885572139303483
"training","Fold1",0.337021526417218,0.707207207207207,0.880597014925373,0.292792792792793,0.880597014925373
"training","Fold1",0.339590447292612,0.711711711711712,0.880597014925373,0.288288288288288,0.880597014925373
"training","Fold1",0.344773219872227,0.716216216216216,0.880597014925373,0.283783783783784,0.880597014925373
"training","Fold1",0.353993419208514,0.716216216216216,0.875621890547264,0.283783783783784,0.875621890547264
"training","Fold1",0.363297091935272,0.716216216216216,0.870646766169154,0.283783783783784,0.870646766169154
"training","Fold1",0.366813124166168,0.720720720720721,0.870646766169154,0.279279279279279,0.870646766169154
"training","Fold1",0.367768730915667,0.725225225225225,0.870646766169154,0.274774774774775,0.870646766169154
"training","Fold1",0.374063939106694,0.72972972972973,0.870646766169154,0.27027027027027,0.870646766169154
"training","Fold1",0.381762598760276,0.734234234234234,0.870646766169154,0.265765765765766,0.870646766169154
"training","Fold1",0.385714170428192,0.738738738738739,0.870646766169154,0.261261261261261,0.870646766169154
"training","Fold1",0.38840839125781,0.743243243243243,0.870646766169154,0.256756756756757,0.870646766169154
"training","Fold1",0.38881092323949,0.743243243243243,0.865671641791045,0.256756756756757,0.865671641791045
"training","Fold1",0.389756928201337,0.743243243243243,0.860696517412935,0.256756756756757,0.860696517412935
"training","Fold1",0.39345254864936,0.747747747747748,0.860696517412935,0.252252252252252,0.860696517412935
"training","Fold1",0.398520778036553,0.752252252252252,0.860696517412935,0.247747747747748,0.860696517412935
"training","Fold1",0.402311512237317,0.756756756756757,0.860696517412935,0.243243243243243,0.860696517412935
"training","Fold1",0.405966183231324,0.761261261261261,0.860696517412935,0.238738738738739,0.860696517412935
"training","Fold1",0.409243184319827,0.765765765765766,0.860696517412935,0.234234234234234,0.860696517412935
"training","Fold1",0.41148355388181,0.77027027027027,0.860696517412935,0.22972972972973,0.860696517412935
"training","Fold1",0.412576580108196,0.774774774774775,0.860696517412935,0.225225225225225,0.860696517412935
"training","Fold1",0.413886782836897,0.779279279279279,0.860696517412935,0.220720720720721,0.860696517412935
"training","Fold1",0.415703794406842,0.783783783783784,0.860696517412935,0.216216216216216,0.860696517412935
"training","Fold1",0.417598386142666,0.783783783783784,0.855721393034826,0.216216216216216,0.855721393034826
"training","Fold1",0.420687634380621,0.783783783783784,0.850746268656716,0.216216216216216,0.850746268656716
"training","Fold1",0.423562532232172,0.788288288288288,0.850746268656716,0.211711711711712,0.850746268656716
"training","Fold1",0.425978499819346,0.792792792792793,0.850746268656716,0.207207207207207,0.850746268656716
"training","Fold1",0.427471431117254,0.797297297297297,0.850746268656716,0.202702702702703,0.850746268656716
"training","Fold1",0.428237455066258,0.797297297297297,0.845771144278607,0.202702702702703,0.845771144278607
"training","Fold1",0.42999759149917,0.797297297297297,0.840796019900497,0.202702702702703,0.840796019900497
"training","Fold1",0.432215758603983,0.801801801801802,0.840796019900497,0.198198198198198,0.840796019900497
"training","Fold1",0.433394870607946,0.806306306306306,0.840796019900497,0.193693693693694,0.840796019900497
"training","Fold1",0.435141545383909,0.806306306306306,0.835820895522388,0.193693693693694,0.835820895522388
"training","Fold1",0.438740162209307,0.806306306306306,0.830845771144279,0.193693693693694,0.830845771144279
"training","Fold1",0.441467694872564,0.810810810810811,0.830845771144279,0.189189189189189,0.830845771144279
"training","Fold1",0.442216990644249,0.815315315315315,0.830845771144279,0.184684684684685,0.830845771144279
"training","Fold1",0.44321690863093,0.81981981981982,0.830845771144279,0.18018018018018,0.830845771144279
"training","Fold1",0.445814052238311,0.81981981981982,0.825870646766169,0.18018018018018,0.825870646766169
"training","Fold1",0.448484027609961,0.824324324324324,0.825870646766169,0.175675675675676,0.825870646766169
"training","Fold1",0.45139741566657,0.824324324324324,0.82089552238806,0.175675675675676,0.82089552238806
"training","Fold1",0.453987965440201,0.824324324324324,0.81592039800995,0.175675675675676,0.81592039800995
"training","Fold1",0.455349355550294,0.824324324324324,0.810945273631841,0.175675675675676,0.810945273631841
"training","Fold1",0.457235132648959,0.828828828828829,0.810945273631841,0.171171171171171,0.810945273631841
"training","Fold1",0.459912487897836,0.833333333333333,0.810945273631841,0.166666666666667,0.810945273631841
"training","Fold1",0.46483570986397,0.837837837837838,0.810945273631841,0.162162162162162,0.810945273631841
"training","Fold1",0.470069539927014,0.837837837837838,0.805970149253731,0.162162162162162,0.805970149253731
"training","Fold1",0.472770354393532,0.837837837837838,0.800995024875622,0.162162162162162,0.800995024875622
"training","Fold1",0.477798218778581,0.837837837837838,0.796019900497512,0.162162162162162,0.796019900497512
"training","Fold1",0.487079162486534,0.837837837837838,0.791044776119403,0.162162162162162,0.791044776119403
"training","Fold1",0.493184594180949,0.837837837837838,0.786069651741294,0.162162162162162,0.786069651741294
"training","Fold1",0.495017636665255,0.837837837837838,0.781094527363184,0.162162162162162,0.781094527363184
"training","Fold1",0.496105284928913,0.842342342342342,0.781094527363184,0.157657657657658,0.781094527363184
"training","Fold1",0.496537395226509,0.846846846846847,0.781094527363184,0.153153153153153,0.781094527363184
"training","Fold1",0.498624221990218,0.851351351351351,0.781094527363184,0.148648648648649,0.781094527363184
"training","Fold1",0.500755631112339,0.851351351351351,0.776119402985075,0.148648648648649,0.776119402985075
"training","Fold1",0.50429943167563,0.855855855855856,0.776119402985075,0.144144144144144,0.776119402985075
"training","Fold1",0.508172729777566,0.86036036036036,0.776119402985075,0.13963963963964,0.776119402985075
"training","Fold1",0.509501193532367,0.86036036036036,0.771144278606965,0.13963963963964,0.771144278606965
"training","Fold1",0.513331515508026,0.864864864864865,0.771144278606965,0.135135135135135,0.771144278606965
"training","Fold1",0.517406097097974,0.864864864864865,0.766169154228856,0.135135135135135,0.766169154228856
"training","Fold1",0.5224198194126,0.864864864864865,0.761194029850746,0.135135135135135,0.761194029850746
"training","Fold1",0.534551335211045,0.869369369369369,0.761194029850746,0.130630630630631,0.761194029850746
"training","Fold1",0.543017567865111,0.869369369369369,0.756218905472637,0.130630630630631,0.756218905472637
"training","Fold1",0.543751175202161,0.873873873873874,0.756218905472637,0.126126126126126,0.756218905472637
"training","Fold1",0.54566560738555,0.873873873873874,0.751243781094527,0.126126126126126,0.751243781094527
"training","Fold1",0.550100677613463,0.878378378378378,0.751243781094527,0.121621621621622,0.751243781094527
"training","Fold1",0.556057225277813,0.878378378378378,0.746268656716418,0.121621621621622,0.746268656716418
"training","Fold1",0.5607190392944,0.882882882882883,0.746268656716418,0.117117117117117,0.746268656716418
"training","Fold1",0.56263194863531,0.887387387387387,0.746268656716418,0.112612612612613,0.746268656716418
"training","Fold1",0.566537615159298,0.887387387387387,0.741293532338308,0.112612612612613,0.741293532338308
"training","Fold1",0.570586356499379,0.887387387387387,0.736318407960199,0.112612612612613,0.736318407960199
"training","Fold1",0.572589146842545,0.887387387387387,0.73134328358209,0.112612612612613,0.73134328358209
"training","Fold1",0.576179367596243,0.887387387387387,0.72636815920398,0.112612612612613,0.72636815920398
"training","Fold1",0.578734511948686,0.891891891891892,0.72636815920398,0.108108108108108,0.72636815920398
"training","Fold1",0.579329607422673,0.896396396396396,0.72636815920398,0.103603603603604,0.72636815920398
"training","Fold1",0.581214614654406,0.896396396396396,0.721393034825871,0.103603603603604,0.721393034825871
"training","Fold1",0.586044640954517,0.900900900900901,0.721393034825871,0.0990990990990991,0.721393034825871
"training","Fold1",0.590137848716683,0.905405405405405,0.721393034825871,0.0945945945945946,0.721393034825871
"training","Fold1",0.593733341781479,0.90990990990991,0.721393034825871,0.0900900900900901,0.721393034825871
"training","Fold1",0.597218835505239,0.90990990990991,0.716417910447761,0.0900900900900901,0.716417910447761
"training","Fold1",0.598711231653877,0.90990990990991,0.711442786069652,0.0900900900900901,0.711442786069652
"training","Fold1",0.600263957073203,0.914414414414414,0.711442786069652,0.0855855855855856,0.711442786069652
"training","Fold1",0.601745256488891,0.918918918918919,0.711442786069652,0.081081081081081,0.711442786069652
