"split","fold","threshold","specificity","sensitivity","fpr","tpr"
"training","overall",0.402311512237317,0.741007194244604,0.853174603174603,0.258992805755396,0.853174603174603
"training","overall",0.405458728908161,0.744604316546763,0.853174603174603,0.255395683453237,0.853174603174603
"training","overall",0.407542743977061,0.748201438848921,0.853174603174603,0.251798561151079,0.853174603174603
"training","overall",0.408570693440678,0.751798561151079,0.853174603174603,0.248201438848921,0.853174603174603
"training","overall",0.409763679460282,0.755395683453237,0.853174603174603,0.244604316546763,0.853174603174603
"training","overall",0.41074868896481,0.758992805755396,0.853174603174603,0.241007194244604,0.853174603174603
"training","overall",0.411796072507189,0.762589928057554,0.853174603174603,0.237410071942446,0.853174603174603
"training","overall",0.412576580108196,0.766187050359712,0.853174603174603,0.233812949640288,0.853174603174603
"training","overall",0.413886782836897,0.76978417266187,0.853174603174603,0.23021582733813,0.853174603174603
"training","overall",0.415703794406842,0.773381294964029,0.853174603174603,0.226618705035971,0.853174603174603
"training","overall",0.417598386142666,0.773381294964029,0.849206349206349,0.226618705035971,0.849206349206349
"training","overall",0.420105098133697,0.773381294964029,0.845238095238095,0.226618705035971,0.845238095238095
"training","overall",0.421852206161079,0.773381294964029,0.841269841269841,0.226618705035971,0.841269841269841
"training","overall",0.423562532232172,0.776978417266187,0.841269841269841,0.223021582733813,0.841269841269841
"training","overall",0.425978499819346,0.780575539568345,0.841269841269841,0.219424460431655,0.841269841269841
"training","overall",0.427471431117254,0.784172661870504,0.841269841269841,0.215827338129496,0.841269841269841
"training","overall",0.428237455066258,0.784172661870504,0.837301587301587,0.215827338129496,0.837301587301587
"training","overall",0.42999759149917,0.784172661870504,0.833333333333333,0.215827338129496,0.833333333333333
"training","overall",0.431257928280597,0.787769784172662,0.833333333333333,0.212230215827338,0.833333333333333
"training","overall",0.432277229366598,0.787769784172662,0.829365079365079,0.212230215827338,0.829365079365079
"training","overall",0.433394870607946,0.79136690647482,0.829365079365079,0.20863309352518,0.829365079365079
"training","overall",0.435141545383909,0.79136690647482,0.825396825396825,0.20863309352518,0.825396825396825
"training","overall",0.438740162209307,0.79136690647482,0.821428571428571,0.20863309352518,0.821428571428571
"training","overall",0.441467694872564,0.794964028776978,0.821428571428571,0.205035971223022,0.821428571428571
"training","overall",0.442216990644249,0.798561151079137,0.821428571428571,0.201438848920863,0.821428571428571
"training","overall",0.442312147454125,0.802158273381295,0.821428571428571,0.197841726618705,0.821428571428571
"training","overall",0.443278549364979,0.805755395683453,0.821428571428571,0.194244604316547,0.821428571428571
"training","overall",0.445814052238311,0.805755395683453,0.817460317460317,0.194244604316547,0.817460317460317
"training","overall",0.447578269971792,0.809352517985611,0.817460317460317,0.190647482014389,0.817460317460317
"training","overall",0.448617503646915,0.809352517985611,0.813492063492063,0.190647482014389,0.813492063492063
"training","overall",0.45139741566657,0.809352517985611,0.80952380952381,0.190647482014389,0.80952380952381
"training","overall",0.453987965440201,0.809352517985611,0.805555555555556,0.190647482014389,0.805555555555556
"training","overall",0.455349355550294,0.809352517985611,0.801587301587302,0.190647482014389,0.801587301587302
"training","overall",0.457235132648959,0.81294964028777,0.801587301587302,0.18705035971223,0.801587301587302
"training","overall",0.459912487897836,0.816546762589928,0.801587301587302,0.183453237410072,0.801587301587302
"training","overall",0.46483570986397,0.820143884892086,0.801587301587302,0.179856115107914,0.801587301587302
"training","overall",0.470069539927014,0.820143884892086,0.797619047619048,0.179856115107914,0.797619047619048
"training","overall",0.472770354393532,0.820143884892086,0.793650793650794,0.179856115107914,0.793650793650794
"training","overall",0.477798218778581,0.820143884892086,0.78968253968254,0.179856115107914,0.78968253968254
"training","overall",0.483788310698225,0.820143884892086,0.785714285714286,0.179856115107914,0.785714285714286
"training","overall",0.486560622418554,0.823741007194245,0.785714285714286,0.176258992805755,0.785714285714286
"training","overall",0.489851474206863,0.827338129496403,0.785714285714286,0.172661870503597,0.785714285714286
"training","overall",0.493184594180949,0.827338129496403,0.781746031746032,0.172661870503597,0.781746031746032
"training","overall",0.495017636665255,0.827338129496403,0.777777777777778,0.172661870503597,0.777777777777778
"training","overall",0.496105284928913,0.830935251798561,0.777777777777778,0.169064748201439,0.777777777777778
"training","overall",0.496537395226509,0.834532374100719,0.777777777777778,0.165467625899281,0.777777777777778
"training","overall",0.498624221990218,0.838129496402878,0.777777777777778,0.161870503597122,0.777777777777778
"training","overall",0.500755631112339,0.838129496402878,0.773809523809524,0.161870503597122,0.773809523809524
"training","overall",0.50429943167563,0.841726618705036,0.773809523809524,0.158273381294964,0.773809523809524
"training","overall",0.507867456396508,0.845323741007194,0.773809523809524,0.154676258992806,0.773809523809524
"training","overall",0.508520321941747,0.845323741007194,0.76984126984127,0.154676258992806,0.76984126984127
"training","overall",0.509501193532367,0.845323741007194,0.765873015873016,0.154676258992806,0.765873015873016
"training","overall",0.513331515508026,0.848920863309353,0.765873015873016,0.151079136690647,0.765873015873016
"training","overall",0.517406097097974,0.848920863309353,0.761904761904762,0.151079136690647,0.761904761904762
"training","overall",0.5224198194126,0.848920863309353,0.757936507936508,0.151079136690647,0.757936507936508
"training","overall",0.528386695897302,0.852517985611511,0.757936507936508,0.147482014388489,0.757936507936508
"training","overall",0.531335526597891,0.856115107913669,0.757936507936508,0.143884892086331,0.757936507936508
"training","overall",0.533487981739621,0.859712230215827,0.757936507936508,0.140287769784173,0.757936507936508
"training","overall",0.538576802346703,0.859712230215827,0.753968253968254,0.140287769784173,0.753968253968254
"training","overall",0.543017567865111,0.859712230215827,0.75,0.140287769784173,0.75
"training","overall",0.543751175202161,0.863309352517986,0.75,0.136690647482014,0.75
